date,open,high,low,close,volume
1609459200000,7.2375,8.5665,7.17,8.3405,9389374.23635
1609545600000,8.3405,8.658,8.0005,8.199,6265752.0973
1609632000000,8.199,9.686,8.01,9.5535,10163924.82075
1609718400000,9.5535,11.523,8.4,11.4875,17256468.52455
1609804800000,11.4875,13.3845,10.4745,12.4105,25164462.62315
1609891200000,12.4105,13.3285,11.471,12.188,18437652.542
1609977600000,12.188,13.3,11.2,11.6025,23907408.84585
1610064000000,11.6025,12.934,9.8325,11.8005,22061861.37685
1610150400000,11.8005,13.956,11.074,13.1665,13747017.9512
1610236800000,13.165,14.9555,12.0985,14.165,21421070.7101
1610323200000,14.165,14.204,10.3825,12.824,19809531.8949
1610409600000,12.824,16.0045,12.11,14.916,30147760.95195
1610496000000,14.916,16.481,13.84,15.616,24462404.15895
1610582400000,15.616,16.122,14.1,14.721,13699008.5203
1610668800000,14.721,15.658,13.1535,15.1635,24033254.96595
1610755200000,15.1635,17.1815,14.98,15.5655,23170948.56005
1610841600000,15.5655,16.45,14.5,15.6975,12751953.7225
1610928000000,15.6975,15.802,14.8555,15.6265,8725190.4285
1611014400000,15.6265,16.83,15.1625,15.181,13785708.71365
1611100800000,15.181,15.83,13.7525,15.7675,10192350.4653
1611187200000,15.7675,15.844,11.74,12.319,14123548.675
1611273600000,12.319,15.115,11.45,14.2305,12070903.8888
1611360000000,14.2305,15.5295,13.955,14.644,7004663.25745
1611446400000,14.644,17.873,14.4805,17.559,19451248.78315
1611532800000,17.559,18.34,15.3645,15.464,20439561.73745
1611619200000,15.464,17.241,14.8,16.899,14654608.46375
1611705600000,16.899,17.388,14.7525,15.2995,14800703.7822
1611792000000,15.2995,18.035,14.89,16.953,12572409.06455
1611878400000,16.953,17.5305,16.045,17.097,10253411.66635
1611964800000,17.097,18.7,16.445,17.9315,11765116.5016
1612051200000,17.9315,19.649,17.0795,17.237,20889452.27305
1612137600000,17.237,17.9465,16.8455,17.6275,9829499.48955
1612224000000,17.624,17.6445,16.4145,17.0915,10525389.6803
1612310400000,17.0915,18.0865,16.853,17.242,12459185.6725
1612396800000,17.242,21.2215,17.11,19.7355,43327796.37725
1612483200000,19.7355,23.838,19.5745,23.7415,43122092.6103
1612569600000,23.7415,24.3,19.604,21.1415,34276880.4866
1612656000000,21.1415,21.614,17.93,20.1465,25808882.8821
1612742400000,20.1465,22.474,19.51,21.376,33904355.01575
